stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
PEP,2021-03-31,2021-04-15,1.21,1.12,0.09,8.0357
PEP,2020-12-31,2021-02-11,1.47,1.46,0.01,0.6849
PEP,2020-09-30,2020-10-01,1.66,1.49,0.17,11.4094
PEP,2020-06-30,2020-07-13,1.32,1.25,0.07,5.6
PEP,2020-03-31,2020-04-28,1.07,1.03,0.04,3.8835
PEP,2019-12-31,2020-02-13,1.45,1.44,0.01,0.6944
PFE,2025-03-31,2025-04-29,0.92,0.67,0.25,37.3134
PFE,2024-12-31,2025-02-04,0.63,0.46,0.17,36.9565
PFE,2024-09-30,2024-10-29,1.06,0.61,0.45,73.7705
PFE,2024-06-30,2024-07-30,0.6,0.46,0.14,30.4348
PFE,2024-03-31,2024-05-01,0.82,0.51,0.31,60.7843
PFE,2023-12-31,2024-01-30,0.1,-0.18,0.28,155.5556
PFE,2023-09-30,2023-10-31,-0.42,-0.5,0.08,16
PFE,2023-06-30,2023-08-01,0.67,0.58,0.09,15.5172
PFE,2023-03-31,2023-05-02,1.23,0.99,0.24,24.2424
PFE,2022-12-31,2023-01-31,1.14,1.04,0.1,9.6154
PFE,2022-09-30,2022-11-01,1.78,1.4,0.38,27.1429
PFE,2022-06-30,2022-07-28,2.04,1.78,0.26,14.6067
PFE,2022-03-31,2022-05-03,1.62,1.57,0.05,3.1847
PFE,2021-12-31,2022-02-08,1.08,0.87,0.21,24.1379
PFE,2021-09-30,2021-11-02,1.34,1.09,0.25,22.9358
PFE,2021-06-30,2021-07-28,1.07,0.98,0.09,9.1837
PFE,2021-03-31,2021-05-04,0.93,0.78,0.15,19.2308
PFE,2020-12-31,2021-02-02,0.42,0.46,-0.04,-8.6957
PFE,2020-09-30,2020-10-27,0.72,0.71,0.01,1.4085
PFE,2020-06-30,2020-07-28,0.78,0.66,0.12,18.1818
PFE,2020-03-31,2020-04-28,0.8,0.73,0.07,9.589
PFE,2019-12-31,2020-01-28,0.55,0.58,-0.03,-5.1724
PG,2025-03-31,2025-04-24,1.54,1.53,0.01,0.6536
PG,2024-12-31,2025-01-22,1.88,1.86,0.02,1.0753
PG,2024-09-30,2024-10-18,1.93,1.9,0.03,1.5789
PG,2024-06-30,2024-07-30,1.4,1.37,0.03,2.1898
PG,2024-03-31,2024-04-19,1.52,1.41,0.11,7.8014
PG,2023-12-31,2024-01-23,1.84,1.7,0.14,8.2353
PG,2023-09-30,2023-10-18,1.83,1.72,0.11,6.3953
PG,2023-06-30,2023-07-28,1.37,1.32,0.05,3.7879
PG,2023-03-31,2023-04-21,1.37,1.32,0.05,3.7879
PG,2022-12-31,2023-01-19,1.59,1.59,0,0
PG,2022-09-30,2022-10-19,1.57,1.55,0.02,1.2903
PG,2022-06-30,2022-07-29,1.21,1.23,-0.02,-1.626
PG,2022-03-31,2022-04-20,1.33,1.29,0.04,3.1008
PG,2021-12-31,2022-01-19,1.66,1.65,0.01,0.6061
PG,2021-09-30,2021-10-19,1.61,1.59,0.02,1.2579
PG,2021-06-30,2021-07-30,1.13,1.09,0.04,3.6697
PG,2021-03-31,2021-04-20,1.26,1.19,0.07,5.8824
PG,2020-12-31,2021-01-20,1.64,1.51,0.13,8.6093
PG,2020-09-30,2020-10-20,1.63,1.42,0.21,14.7887
PG,2020-06-30,2020-07-30,1.16,1.01,0.15,14.8515
PG,2020-03-31,2020-04-17,1.17,1.13,0.04,3.5398
PG,2019-12-31,2020-01-23,1.42,1.37,0.05,3.6496
PGR,2025-03-31,2025-04-16,4.65,4.75,-0.1,-2.1053
PGR,2024-12-31,2025-01-29,4.0802,3.23,0.8502,26.322
PGR,2024-09-30,2024-10-15,3.59,3.64,-0.05,-1.3736
PGR,2024-06-30,2024-07-16,2.65,2.01,0.64,31.8408
PGR,2024-03-31,2024-05-15,3.75,3.21,0.54,16.8224
PGR,2023-12-31,2024-01-24,2.97,2.39,0.58,24.2678
PGR,2023-09-30,2023-10-13,2.09,1.72,0.37,21.5116
PGR,2023-06-30,2023-07-13,0.79,0.87,-0.08,-9.1954
PGR,2023-03-31,2023-04-13,0.63,1.37,-0.74,-54.0146
PGR,2022-12-31,2023-01-25,1.52,1.43,0.09,6.2937
PGR,2022-09-30,2022-10-13,0.49,0.89,-0.4,-44.9438
PGR,2022-06-30,2022-07-15,1.07,0.93,0.14,15.0538
PGR,2022-03-31,2022-04-14,1.1,1.15,-0.05,-4.3478
PGR,2021-12-31,2022-01-26,0.9,1,-0.1,-10
PGR,2021-09-30,2021-10-14,0.14,0.21,-0.07,-33.3333
PGR,2021-06-30,2021-07-15,0.72,1.08,-0.36,-33.3333
PGR,2021-03-31,2021-04-15,1.72,1.72,0,0
PGR,2020-12-31,2021-01-27,1.83,1.67,0.16,9.5808
PGR,2020-09-30,2020-10-14,1.89,1.72,0.17,9.8837
PGR,2020-06-30,2020-07-15,1.84,1.74,0.1,5.7471
PGR,2020-03-31,2020-04-15,1.91,1.52,0.39,25.6579
PGR,2019-12-31,2020-01-29,1.18,1.16,0.02,1.7241
PH,2025-03-31,2025-05-01,6.94,6.72,0.22,3.2738
PH,2024-12-31,2025-01-30,6.53,6.23,0.3,4.8154
PH,2024-09-30,2024-10-31,6.2,6.14,0.06,0.9772
PH,2024-06-30,2024-08-08,6.77,6.22,0.55,8.8424
PH,2024-03-31,2024-05-02,6.51,6.15,0.36,5.8537
PH,2023-12-31,2024-02-01,6.15,5.26,0.89,16.9202
PH,2023-09-30,2023-11-02,5.96,5.31,0.65,12.2411
PH,2023-06-30,2023-08-03,6.08,5.48,0.6,10.9489
PH,2023-03-31,2023-05-04,5.93,5.01,0.92,18.3633
PH,2022-12-31,2023-02-02,4.76,4.46,0.3,6.7265
PH,2022-09-30,2022-11-03,4.74,4.17,0.57,13.6691
PH,2022-06-30,2022-08-04,5.16,4.67,0.49,10.4925
PH,2022-03-31,2022-05-05,4.83,4.65,0.18,3.871
PH,2021-12-31,2022-02-03,4.46,3.91,0.55,14.0665
PH,2021-09-30,2021-11-04,4.26,3.68,0.58,15.7609
PH,2021-06-30,2021-08-05,4.38,4.33,0.05,1.1547
PH,2021-03-31,2021-04-29,4.11,3.78,0.33,8.7302
PH,2020-12-31,2021-02-04,3.44,2.6,0.84,32.3077
PH,2020-09-30,2020-11-05,3.07,2.34,0.73,31.1966
PH,2020-06-30,2020-08-06,2.55,1.51,1.04,68.8742
PH,2020-03-31,2020-04-30,2.92,2.27,0.65,28.6344
PH,2019-12-31,2020-01-30,2.54,2.27,0.27,11.8943
PHM,2025-03-31,2025-04-22,2.57,2.44,0.13,5.3279
PHM,2024-12-31,2025-01-30,4.43,3.27,1.16,35.474
PHM,2024-09-30,2024-10-22,3.35,3.18,0.17,5.3459
PHM,2024-06-30,2024-07-23,3.83,3.25,0.58,17.8462
PHM,2024-03-31,2024-04-23,3.1,2.36,0.74,31.3559
PHM,2023-12-31,2024-01-30,3.52,3.23,0.29,8.9783
PHM,2023-09-30,2023-10-24,2.9,2.82,0.08,2.8369
PHM,2023-06-30,2023-07-25,3,2.54,0.46,18.1102
PHM,2023-03-31,2023-04-25,2.35,1.82,0.53,29.1209
PHM,2022-12-31,2023-01-31,3.85,2.92,0.93,31.8493
PHM,2022-09-30,2022-10-25,2.69,2.81,-0.12,-4.2705
PHM,2022-06-30,2022-07-26,2.73,2.62,0.11,4.1985
PHM,2022-03-31,2022-04-28,1.83,1.73,0.1,5.7803
PHM,2021-12-31,2022-02-01,2.61,2.33,0.28,12.0172
PHM,2021-09-30,2021-10-26,1.82,1.79,0.03,1.676
PHM,2021-06-30,2021-07-27,1.72,1.73,-0.01,-0.578
PHM,2021-03-31,2021-04-27,1.28,1.22,0.06,4.918
PHM,2020-12-31,2021-01-28,1.49,1.4,0.09,6.4286
PHM,2020-09-30,2020-10-22,1.34,1.15,0.19,16.5217
PHM,2020-06-30,2020-07-23,1.29,0.89,0.4,44.9438
PHM,2020-03-31,2020-04-23,0.81,0.7,0.11,15.7143
PHM,2019-12-31,2020-01-28,1.14,1.1,0.04,3.6364
PLD,2025-03-31,2025-04-16,0.63,0.63,0,0
PLD,2024-12-31,2025-01-21,1.37,0.68,0.69,101.4706
PLD,2024-09-30,2024-10-16,1.08,0.64,0.44,68.75
PLD,2024-06-30,2024-07-17,0.92,0.6,0.32,53.3333
PLD,2024-03-31,2024-04-17,0.63,0.56,0.07,12.5
PLD,2023-12-31,2024-01-17,0.68,0.62,0.06,9.6774
PLD,2023-09-30,2023-10-17,0.8,0.59,0.21,35.5932
PLD,2023-06-30,2023-07-18,1.31,0.99,0.32,32.3232
PLD,2023-03-31,2023-04-18,0.5,0.56,-0.06,-10.7143
PLD,2022-12-31,2023-01-18,0.62,0.54,0.08,14.8148
PLD,2022-09-30,2022-10-19,1.32,1.21,0.11,9.0909
PLD,2022-06-30,2022-07-18,0.8,0.66,0.14,21.2121
PLD,2022-03-31,2022-04-19,1.5,0.58,0.92,158.6207
PLD,2021-12-31,2022-01-19,1.67,0.63,1.04,165.0794
PLD,2021-09-30,2021-10-15,0.97,0.47,0.5,106.383
PLD,2021-06-30,2021-07-19,0.81,0.44,0.37,84.0909
PLD,2021-03-31,2021-04-19,0.49,0.41,0.08,19.5122
PLD,2020-12-31,2021-01-26,0.38,0.38,0,0
PLD,2020-09-30,2020-10-20,0.4,0.31,0.09,29.0323
PLD,2020-06-30,2020-07-21,0.54,0.48,0.06,12.5
PLD,2020-03-31,2020-04-21,0.7,0.42,0.28,66.6667
PLD,2019-12-31,2020-01-22,0.61,0.41,0.2,48.7805
PM,2025-03-31,2025-04-23,1.69,1.6128,0.0772,4.7867
PM,2024-12-31,2025-02-06,1.55,1.4988,0.0512,3.4161
PM,2024-09-30,2024-10-22,1.91,1.82,0.09,4.9451
PM,2024-06-30,2024-07-23,1.59,1.57,0.02,1.2739
PM,2024-03-31,2024-04-23,1.5,1.41,0.09,6.383
PM,2023-12-31,2024-02-08,1.36,1.45,-0.09,-6.2069
PM,2023-09-30,2023-10-19,1.67,1.61,0.06,3.7267
PM,2023-06-30,2023-07-20,1.6,1.47,0.13,8.8435
PM,2023-03-31,2023-04-20,1.38,1.34,0.04,2.9851
PM,2022-12-31,2023-02-09,1.39,1.24,0.15,12.0968
PM,2022-09-30,2022-10-20,1.53,1.36,0.17,12.5
PM,2022-06-30,2022-07-21,1.48,1.26,0.22,17.4603
PM,2022-03-31,2022-04-21,1.56,1.49,0.07,4.698
PM,2021-12-31,2022-02-10,1.35,1.33,0.02,1.5038
PM,2021-09-30,2021-10-19,1.58,1.55,0.03,1.9355
PM,2021-06-30,2021-07-20,1.57,1.55,0.02,1.2903
PM,2021-03-31,2021-04-20,1.57,1.4,0.17,12.1429
PM,2020-12-31,2021-02-04,1.26,1.21,0.05,4.1322
PM,2020-09-30,2020-10-20,1.42,1.36,0.06,4.4118
PM,2020-06-30,2020-07-21,1.29,1.1,0.19,17.2727
PM,2020-03-31,2020-04-21,1.21,1.13,0.08,7.0796
PM,2019-12-31,2020-02-06,1.22,1.21,0.01,0.8264
PNC,2025-03-31,2025-04-15,3.51,3.39,0.12,3.5398
PNC,2024-12-31,2025-01-16,3.64,3.31,0.33,9.9698
PNC,2024-09-30,2024-10-15,3.77,3.29,0.48,14.5897
PNC,2024-06-30,2024-07-16,3.3,3.07,0.23,7.4919
PNC,2024-03-31,2024-04-16,3.36,3.08,0.28,9.0909
PNC,2023-12-31,2024-01-16,3.16,2.71,0.45,16.6052
PNC,2023-09-30,2023-10-13,3.6,3.14,0.46,14.6497
PNC,2023-06-30,2023-07-18,3.36,3.27,0.09,2.7523
PNC,2023-03-31,2023-04-14,3.98,3.64,0.34,9.3407
PNC,2022-12-31,2023-01-18,3.49,3.96,-0.47,-11.8687
PNC,2022-09-30,2022-10-14,3.78,3.7,0.08,2.1622
PNC,2022-06-30,2022-07-15,3.42,3.11,0.31,9.9678
PNC,2022-03-31,2022-04-14,3.23,2.75,0.48,17.4545
PNC,2021-12-31,2022-01-18,3.68,3.6,0.08,2.2222
PNC,2021-09-30,2021-10-15,3.3,3.36,-0.06,-1.7857
PNC,2021-06-30,2021-07-14,2.43,2.71,-0.28,-10.3321
PNC,2021-03-31,2021-04-16,4.1,2.79,1.31,46.9534
PNC,2020-12-31,2021-01-15,3.26,2.58,0.68,26.3566
PNC,2020-09-30,2020-10-14,3.39,2.13,1.26,59.1549
PNC,2020-06-30,2020-07-15,-1.89,0.77,-2.66,-345.4545
PNC,2020-03-31,2020-04-15,1.95,2.14,-0.19,-8.8785
PNC,2019-12-31,2020-01-15,2.97,2.94,0.03,1.0204
PNR,2025-03-31,2025-04-22,1.11,1.01,0.1,9.901
PNR,2024-12-31,2025-02-04,1.08,1.02,0.06,5.8824
PNR,2024-09-30,2024-10-22,1.09,1.07,0.02,1.8692
PNR,2024-06-30,2024-07-23,1.22,1.14,0.08,7.0175
PNR,2024-03-31,2024-04-23,0.94,0.9,0.04,4.4444
PNR,2023-12-31,2024-01-30,0.87,0.86,0.01,1.1628
PNR,2023-09-30,2023-10-24,0.94,0.87,0.07,8.046
PNR,2023-06-30,2023-07-27,1.03,0.95,0.08,8.4211
PNR,2023-03-31,2023-04-27,0.91,0.77,0.14,18.1818
PNR,2022-12-31,2023-01-31,0.82,0.79,0.03,3.7975
PNR,2022-09-30,2022-10-25,0.99,0.93,0.06,6.4516
PNR,2022-06-30,2022-07-26,1.02,1,0.02,2
PNR,2022-03-31,2022-04-21,0.85,0.81,0.04,4.9383
PNR,2021-12-31,2022-02-01,0.87,0.85,0.02,2.3529
PNR,2021-09-30,2021-10-26,0.89,0.84,0.05,5.9524
PNR,2021-06-30,2021-07-27,0.84,0.8,0.04,5
PNR,2021-03-31,2021-04-22,0.81,0.62,0.19,30.6452
PNR,2020-12-31,2021-01-28,0.7,0.63,0.07,11.1111
PNR,2020-09-30,2020-10-20,0.7,0.51,0.19,37.2549
PNR,2020-06-30,2020-07-23,0.59,0.49,0.1,20.4082
PNR,2020-03-31,2020-04-30,0.52,0.44,0.08,18.1818
PNR,2019-12-31,2020-01-28,0.68,0.65,0.03,4.6154
PODD,2025-03-31,2025-05-08,1.02,0.79,0.23,29.1139
PODD,2024-12-31,2025-02-20,1.15,1.021,0.129,12.6347
PODD,2024-09-30,2024-11-07,0.9,0.76,0.14,18.4211
PODD,2024-06-30,2024-08-08,0.55,0.56,-0.01,-1.7857
PODD,2024-03-31,2024-05-09,0.73,0.39,0.34,87.1795
PODD,2023-12-31,2024-02-22,1.4,0.66,0.74,112.1212
PODD,2023-09-30,2023-11-02,0.71,0.4,0.31,77.5
PODD,2023-06-30,2023-08-08,0.38,0.26,0.12,46.1538
PODD,2023-03-31,2023-05-04,0.23,0.11,0.12,109.0909
PODD,2022-12-31,2023-02-23,0.24,0.21,0.03,14.2857
PODD,2022-09-30,2022-11-03,0.35,0.15,0.2,133.3333
PODD,2022-06-30,2022-08-04,-0.5,0.22,-0.72,-327.2727
PODD,2022-03-31,2022-05-05,0.4,0.23,0.17,73.913
PODD,2021-12-31,2022-02-23,0.42,0.32,0.1,31.25
PODD,2021-09-30,2021-11-04,0.18,0.24,-0.06,-25
PODD,2021-06-30,2021-08-05,0.23,0.13,0.1,76.9231
PODD,2021-03-31,2021-05-06,0,0.07,-0.07,-100
PODD,2020-12-31,2021-02-23,-0.04,-0.04,0,0
PODD,2020-09-30,2020-11-04,0.17,0.08,0.09,112.5
PODD,2020-06-30,2020-08-06,0.22,0.011,0.209,1900
PODD,2020-03-31,2020-05-07,-0.03,-0.01,-0.02,-200
PODD,2019-12-31,2020-02-25,0.08,0.11,-0.03,-27.2727
POOL,2025-03-31,2025-04-24,1.32,1.54,-0.22,-14.2857
POOL,2024-12-31,2025-02-20,0.97,0.8938,0.0762,8.5254
POOL,2024-09-30,2024-10-24,3.27,3.14,0.13,4.1401
POOL,2024-06-30,2024-07-25,4.99,4.9,0.09,1.8367
POOL,2024-03-31,2024-04-25,2.04,1.91,0.13,6.8063
POOL,2023-12-31,2024-02-22,1.32,1.25,0.07,5.6
POOL,2023-09-30,2023-10-19,3.51,3.49,0.02,0.5731
POOL,2023-06-30,2023-07-20,5.91,6.1,-0.19,-3.1148
POOL,2023-03-31,2023-04-20,2.58,3.21,-0.63,-19.6262
POOL,2022-12-31,2023-02-16,1.82,1.99,-0.17,-8.5427
POOL,2022-09-30,2022-10-20,4.78,4.59,0.19,4.1394
POOL,2022-06-30,2022-07-21,7.63,7.52,0.11,1.4628
POOL,2022-03-31,2022-04-21,4.23,3.15,1.08,34.2857
POOL,2021-12-31,2022-02-17,2.63,1.88,0.75,39.8936
POOL,2021-09-30,2021-10-21,4.51,3.85,0.66,17.1429
POOL,2021-06-30,2021-07-22,6.37,5.48,0.89,16.2409
POOL,2021-03-31,2021-04-22,2.42,1.15,1.27,110.4348
POOL,2020-12-31,2021-02-11,1.45,0.76,0.69,90.7895
POOL,2020-09-30,2020-10-22,2.92,2.18,0.74,33.945
POOL,2020-06-30,2020-07-23,3.87,3.1,0.77,24.8387
POOL,2020-03-31,2020-04-23,0.9,0.65,0.25,38.4615
POOL,2019-12-31,2020-02-13,0.44,0.36,0.08,22.2222
PPG,2025-03-31,2025-04-29,1.72,1.62,0.1,6.1728
PPG,2024-12-31,2025-01-30,1.61,1.63,-0.02,-1.227
PPG,2024-09-30,2024-10-16,2.13,2.15,-0.02,-0.9302
PPG,2024-06-30,2024-07-18,2.5,2.48,0.02,0.8065
PPG,2024-03-31,2024-04-18,1.86,1.86,0,0
PPG,2023-12-31,2024-01-18,1.53,1.5,0.03,2
PPG,2023-09-30,2023-10-18,2.07,1.94,0.13,6.701
PPG,2023-06-30,2023-07-20,2.25,2.14,0.11,5.1402
PPG,2023-03-31,2023-04-20,1.82,1.55,0.27,17.4194
PPG,2022-12-31,2023-01-19,1.22,1.13,0.09,7.9646
PPG,2022-09-30,2022-10-19,1.66,1.65,0.01,0.6061
PPG,2022-06-30,2022-07-21,1.81,1.73,0.08,4.6243
PPG,2022-03-31,2022-04-21,1.37,1.11,0.26,23.4234
PPG,2021-12-31,2022-01-20,1.26,1.19,0.07,5.8824
PPG,2021-09-30,2021-10-20,1.69,1.59,0.1,6.2893
PPG,2021-06-30,2021-07-19,1.94,2.18,-0.24,-11.0092
PPG,2021-03-31,2021-04-15,1.88,1.55,0.33,21.2903
PPG,2020-12-31,2021-01-21,1.59,1.58,0.01,0.6329
PPG,2020-09-30,2020-10-19,1.93,1.92,0.01,0.5208
PPG,2020-06-30,2020-07-16,0.99,0.71,0.28,39.4366
PPG,2020-03-31,2020-04-27,1.19,1.16,0.03,2.5862
PPG,2019-12-31,2020-01-16,1.31,1.34,-0.03,-2.2388
PPL,2025-03-31,2025-04-30,0.5571,0.5404,0.0167,3.0903
PPL,2024-12-31,2025-02-13,0.34,0.3732,-0.0332,-8.896
PPL,2024-09-30,2024-11-01,0.42,0.42,0,0
PPL,2024-06-30,2024-08-02,0.38,0.33,0.05,15.1515
PPL,2024-03-31,2024-05-01,0.54,0.5,0.04,8
PPL,2023-12-31,2024-02-16,0.4,0.38,0.02,5.2632
PPL,2023-09-30,2023-11-02,0.43,0.42,0.01,2.381
PPL,2023-06-30,2023-08-04,0.29,0.32,-0.03,-9.375
PPL,2023-03-31,2023-05-04,0.48,0.46,0.02,4.3478
PPL,2022-12-31,2023-02-17,0.28,0.28,0,0
PPL,2022-09-30,2022-11-04,0.41,0.42,-0.01,-2.381
PPL,2022-06-30,2022-08-03,0.3,0.3,0,0
PPL,2022-03-31,2022-05-05,0.41,0.39,0.02,5.1282
PPL,2021-12-31,2022-02-18,0.22,0.32,-0.1,-31.25
PPL,2021-09-30,2021-11-04,0.36,0.38,-0.02,-5.2632
PPL,2021-06-30,2021-08-05,0.19,0.24,-0.05,-20.8333
PPL,2021-03-31,2021-05-06,0.28,0.64,-0.36,-56.25
PPL,2020-12-31,2021-02-18,0.59,0.61,-0.02,-3.2787
PPL,2020-09-30,2020-11-05,0.58,0.62,-0.04,-6.4516
PPL,2020-06-30,2020-08-10,0.55,0.55,0,0
PPL,2020-03-31,2020-05-08,0.67,0.71,-0.04,-5.6338
PPL,2019-12-31,2020-02-14,0.57,0.53,0.04,7.5472
PRU,2025-03-31,2025-04-30,3.29,3.18,0.11,3.4591
PRU,2024-12-31,2025-02-04,2.96,3.26,-0.3,-9.2025
PRU,2024-09-30,2024-10-30,3.48,3.48,0,0
PRU,2024-06-30,2024-08-01,3.39,3.45,-0.06,-1.7391
PRU,2024-03-31,2024-04-30,3.12,3.13,-0.01,-0.3195
PRU,2023-12-31,2024-02-06,2.58,2.67,-0.09,-3.3708
PRU,2023-09-30,2023-11-01,3.44,3.13,0.31,9.9042
PRU,2023-06-30,2023-08-01,2.94,3.01,-0.07,-2.3256
PRU,2023-03-31,2023-05-02,2.66,2.93,-0.27,-9.215
PRU,2022-12-31,2023-02-07,2.42,2.51,-0.09,-3.5857
PRU,2022-09-30,2022-11-01,2.13,2.02,0.11,5.4455
PRU,2022-06-30,2022-08-02,1.74,2.33,-0.59,-25.3219
PRU,2022-03-31,2022-05-03,3.17,2.68,0.49,18.2836
PRU,2021-12-31,2022-02-03,3.18,2.36,0.82,34.7458
PRU,2021-09-30,2021-11-02,3.78,2.73,1.05,38.4615
PRU,2021-06-30,2021-08-03,3.79,3.1,0.69,22.2581
PRU,2021-03-31,2021-05-04,4.11,2.75,1.36,49.4545
PRU,2020-12-31,2021-02-04,2.93,2.57,0.36,14.0078
PRU,2020-09-30,2020-11-03,3.21,2.67,0.54,20.2247
PRU,2020-06-30,2020-08-04,1.85,1.72,0.13,7.5581
PRU,2020-03-31,2020-05-05,2.32,2.8,-0.48,-17.1429
PRU,2019-12-31,2020-02-04,2.33,2.05,0.28,13.6585
PSA,2025-03-31,2025-04-30,2.4249,2.395,0.0299,1.2484
PSA,2024-12-31,2025-02-24,2.5093,2.55,-0.0407,-1.5961
PSA,2024-09-30,2024-10-30,2.16,2.6,-0.44,-16.9231
PSA,2024-06-30,2024-07-30,2.66,2.6,0.06,2.3077
PSA,2024-03-31,2024-04-30,2.6,2.47,0.13,5.2632
PSA,2023-12-31,2024-02-20,2.21,2.73,-0.52,-19.0476
PSA,2023-09-30,2023-10-30,3.2,2.81,0.39,13.879
PSA,2023-06-30,2023-08-02,3,2.91,0.09,3.0928
PSA,2023-03-31,2023-05-03,2.65,2.69,-0.04,-1.487
PSA,2022-12-31,2023-02-21,2.06,2.65,-0.59,-22.2642
PSA,2022-09-30,2022-11-01,3.3,2.73,0.57,20.8791
PSA,2022-06-30,2022-08-04,3.42,2.54,0.88,34.6457
PSA,2022-03-31,2022-05-03,2.63,2.32,0.31,13.3621
PSA,2021-12-31,2022-02-22,3.17,2.17,1,46.0829
PSA,2021-09-30,2021-11-01,2.52,2.13,0.39,18.3099
PSA,2021-06-30,2021-08-03,1.97,1.87,0.1,5.3476
PSA,2021-03-31,2021-04-28,2.21,1.77,0.44,24.8588
PSA,2020-12-31,2021-02-24,1.67,1.94,-0.27,-13.9175
PSA,2020-09-30,2020-11-04,1.41,1.69,-0.28,-16.568
PSA,2020-06-30,2020-08-05,1.41,1.62,-0.21,-12.963
PSA,2020-03-31,2020-04-30,1.79,1.71,0.08,4.6784
PSA,2019-12-31,2020-02-25,1.87,2.01,-0.14,-6.9652
PSX,2025-03-31,2025-04-25,-0.9,-0.72,-0.18,-25
PSX,2024-12-31,2025-01-31,-0.15,-0.23,0.08,34.7826
PSX,2024-09-30,2024-10-29,2.04,1.66,0.38,22.8916
PSX,2024-06-30,2024-07-30,2.31,1.98,0.33,16.6667
PSX,2024-03-31,2024-04-26,1.9,2.17,-0.27,-12.4424
PSX,2023-12-31,2024-01-31,3.09,2.35,0.74,31.4894
PSX,2023-09-30,2023-10-27,4.63,4.76,-0.13,-2.7311
PSX,2023-06-30,2023-08-02,3.87,3.56,0.31,8.7079
PSX,2023-03-31,2023-05-03,4.21,3.56,0.65,18.2584
PSX,2022-12-31,2023-01-31,4,4.35,-0.35,-8.046
PSX,2022-09-30,2022-11-01,6.46,5.04,1.42,28.1746
PSX,2022-06-30,2022-07-29,6.77,5.97,0.8,13.4003
PSX,2022-03-31,2022-04-29,1.32,1.28,0.04,3.125
PSX,2021-12-31,2022-01-28,2.94,1.95,0.99,50.7692
PSX,2021-09-30,2021-10-29,3.18,1.95,1.23,63.0769
PSX,2021-06-30,2021-08-03,0.74,0.6,0.14,23.3333
PSX,2021-03-31,2021-04-30,-1.16,-1.4,0.24,17.1429
PSX,2020-12-31,2021-01-29,-1.16,-1.06,-0.1,-9.434
PSX,2020-09-30,2020-10-30,-0.01,-0.8,0.79,98.75
PSX,2020-06-30,2020-07-31,-0.74,-0.93,0.19,20.4301
PSX,2020-03-31,2020-05-01,1.02,0.72,0.3,41.6667
PSX,2019-12-31,2020-01-31,1.54,1.56,-0.02,-1.2821
PTC,2025-03-31,2025-04-30,1.79,1.4,0.39,27.8571
PTC,2024-12-31,2025-02-05,1.1,0.89,0.21,23.5955
PTC,2024-09-30,2024-11-06,1.54,1.46,0.08,5.4795
PTC,2024-06-30,2024-07-31,0.98,0.96,0.02,2.0833
PTC,2024-03-31,2024-05-01,1.46,1.22,0.24,19.6721
PTC,2023-12-31,2024-01-31,1.11,0.97,0.14,14.433
PTC,2023-09-30,2023-11-01,1.2,1.14,0.06,5.2632
PTC,2023-06-30,2023-07-26,0.99,1,-0.01,-1
PTC,2023-03-31,2023-04-26,1.16,1.15,0.01,0.8696
PTC,2022-12-31,2023-02-01,0.99,1.03,-0.04,-3.8835
PTC,2022-09-30,2022-11-02,1.27,1.15,0.12,10.4348
PTC,2022-06-30,2022-07-27,0.97,1.06,-0.09,-8.4906
PTC,2022-03-31,2022-04-27,1.39,1.13,0.26,23.0088
PTC,2021-12-31,2022-01-26,0.95,1.03,-0.08,-7.767
PTC,2021-09-30,2021-11-03,1.1,0.68,0.42,61.7647
PTC,2021-06-30,2021-07-28,0.83,0.62,0.21,33.871
PTC,2021-03-31,2021-04-28,1.08,0.7,0.38,54.2857
PTC,2020-12-31,2021-01-27,0.97,0.66,0.31,46.9697
PTC,2020-09-30,2020-10-28,0.78,0.57,0.21,36.8421
PTC,2020-06-30,2020-07-29,0.62,0.43,0.19,44.186
PTC,2020-03-31,2020-04-29,0.59,0.44,0.15,34.0909
PTC,2019-12-31,2020-01-22,0.57,0.44,0.13,29.5455
PWR,2025-03-31,2025-05-01,1.78,1.78,0,0
PWR,2024-12-31,2025-02-20,2.94,2.6239,0.3161,12.047
PWR,2024-09-30,2024-10-31,2.72,2.69,0.03,1.1152
PWR,2024-06-30,2024-08-01,1.9,1.89,0.01,0.5291
PWR,2024-03-31,2024-05-02,1.41,1.29,0.12,9.3023
PWR,2023-12-31,2024-02-22,2.04,1.98,0.06,3.0303
PWR,2023-09-30,2023-11-02,2.24,2.11,0.13,6.1611
PWR,2023-06-30,2023-08-03,1.65,1.64,0.01,0.6098
PWR,2023-03-31,2023-05-04,1.24,1.13,0.11,9.7345
PWR,2022-12-31,2023-02-23,1.68,1.6,0.08,5
PWR,2022-09-30,2022-11-03,1.77,1.77,0,0
PWR,2022-06-30,2022-08-04,1.54,1.52,0.02,1.3158
PWR,2022-03-31,2022-05-05,1.37,1.22,0.15,12.2951
PWR,2021-12-31,2022-02-24,1.54,1.41,0.13,9.2199
PWR,2021-09-30,2021-11-04,1.48,1.45,0.03,2.069
PWR,2021-06-30,2021-08-05,1.06,1.04,0.02,1.9231
PWR,2021-03-31,2021-05-06,0.83,0.73,0.1,13.6986
PWR,2020-12-31,2021-02-25,1.22,0.99,0.23,23.2323
PWR,2020-09-30,2020-10-29,1.4,1.1,0.3,27.2727
PWR,2020-06-30,2020-08-06,0.74,0.48,0.26,54.1667
