stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
LLY,2024-12-31,2025-02-06,5.32,5.0668,0.2532,4.9972
LLY,2024-09-30,2024-10-30,1.18,1.47,-0.29,-19.7279
LLY,2024-06-30,2024-08-08,3.92,2.6,1.32,50.7692
LLY,2024-03-31,2024-04-30,2.58,2.46,0.12,4.878
LLY,2023-12-31,2024-02-06,2.49,2.22,0.27,12.1622
LLY,2023-09-30,2023-11-02,0.1,-0.13,0.23,176.9231
LLY,2023-06-30,2023-08-08,2.11,1.98,0.13,6.5657
LLY,2023-03-31,2023-04-27,1.62,1.73,-0.11,-6.3584
LLY,2022-12-31,2023-02-02,2.09,1.78,0.31,17.4157
LLY,2022-09-30,2022-11-01,1.98,1.92,0.06,3.125
LLY,2022-06-30,2022-08-04,1.25,1.69,-0.44,-26.0355
LLY,2022-03-31,2022-04-28,2.77,2.32,0.45,19.3966
LLY,2021-12-31,2022-02-03,2.49,2.46,0.03,1.2195
LLY,2021-09-30,2021-10-26,1.94,1.98,-0.04,-2.0202
LLY,2021-06-30,2021-08-03,1.87,1.89,-0.02,-1.0582
LLY,2021-03-31,2021-04-27,1.87,2.13,-0.26,-12.2066
LLY,2020-12-31,2021-01-29,2.75,2.35,0.4,17.0213
LLY,2020-09-30,2020-10-27,1.54,1.71,-0.17,-9.9415
LLY,2020-06-30,2020-07-30,1.89,1.56,0.33,21.1538
LLY,2020-03-31,2020-04-23,1.75,1.48,0.27,18.2432
LLY,2019-12-31,2020-01-30,1.73,1.52,0.21,13.8158
LMT,2025-03-31,2025-04-22,7.28,6.32,0.96,15.1899
LMT,2024-12-31,2025-01-28,7.71,6.62,1.09,16.4653
LMT,2024-09-30,2024-10-22,6.84,6.44,0.4,6.2112
LMT,2024-06-30,2024-07-23,7.11,6.45,0.66,10.2326
LMT,2024-03-31,2024-04-23,6.33,5.83,0.5,8.5763
LMT,2023-12-31,2024-01-23,7.9,7.25,0.65,8.9655
LMT,2023-09-30,2023-10-17,6.77,6.64,0.13,1.9578
LMT,2023-06-30,2023-07-18,6.73,6.45,0.28,4.3411
LMT,2023-03-31,2023-04-18,6.43,6.06,0.37,6.1056
LMT,2022-12-31,2023-01-24,7.79,7.37,0.42,5.6988
LMT,2022-09-30,2022-10-18,6.87,6.72,0.15,2.2321
LMT,2022-06-30,2022-07-19,6.32,6.39,-0.07,-1.0955
LMT,2022-03-31,2022-04-19,6.44,6.18,0.26,4.2071
LMT,2021-12-31,2022-01-25,7.24,7.14,0.1,1.4006
LMT,2021-09-30,2021-10-26,6.93,6.8,0.13,1.9118
LMT,2021-06-30,2021-07-26,6.52,6.52,0,0
LMT,2021-03-31,2021-04-20,6.56,6.31,0.25,3.962
LMT,2020-12-31,2021-01-26,6.38,6.41,-0.03,-0.468
LMT,2020-09-30,2020-10-20,6.25,6.1,0.15,2.459
LMT,2020-06-30,2020-07-21,5.79,5.71,0.08,1.4011
LMT,2020-03-31,2020-04-21,6.08,5.84,0.24,4.1096
LMT,2019-12-31,2020-01-28,5.29,5.04,0.25,4.9603
LNT,2025-03-31,2025-05-08,0.83,0.71,0.12,16.9014
LNT,2024-12-31,2025-02-20,0.7,0.68,0.02,2.9412
LNT,2024-09-30,2024-10-31,1.15,1.1,0.05,4.5455
LNT,2024-06-30,2024-08-01,0.34,0.64,-0.3,-46.875
LNT,2024-03-31,2024-05-02,0.62,0.62,0,0
LNT,2023-12-31,2024-02-15,0.48,0.55,-0.07,-12.7273
LNT,2023-09-30,2023-11-02,1.02,0.93,0.09,9.6774
LNT,2023-06-30,2023-08-03,0.64,0.57,0.07,12.2807
LNT,2023-03-31,2023-05-04,0.65,0.73,-0.08,-10.9589
LNT,2022-12-31,2023-02-23,0.43,0.47,-0.04,-8.5106
LNT,2022-09-30,2022-11-07,0.93,1.01,-0.08,-7.9208
LNT,2022-06-30,2022-08-04,0.63,0.58,0.05,8.6207
LNT,2022-03-31,2022-04-28,0.77,0.72,0.05,6.9444
LNT,2021-12-31,2022-02-17,0.35,0.36,-0.01,-2.7778
LNT,2021-09-30,2021-11-04,1.02,0.96,0.06,6.25
LNT,2021-06-30,2021-08-05,0.57,0.56,0.01,1.7857
LNT,2021-03-31,2021-05-06,0.68,0.68,0,0
LNT,2020-12-31,2021-02-18,0.24,0.23,0.01,4.3478
LNT,2020-09-30,2020-11-02,0.94,0.88,0.06,6.8182
LNT,2020-06-30,2020-08-06,0.54,0.46,0.08,17.3913
LNT,2020-03-31,2020-05-07,0.7,0.54,0.16,29.6296
LNT,2019-12-31,2020-02-20,0.46,0.43,0.03,6.9767
LOW,2025-04-30,2025-05-21,2.92,2.88,0.04,1.3889
LOW,2025-01-31,2025-02-26,1.93,1.84,0.09,4.8913
LOW,2024-10-31,2024-11-19,2.89,2.81,0.08,2.847
LOW,2024-07-31,2024-08-20,4.1,3.97,0.13,3.2746
LOW,2024-04-30,2024-05-21,3.06,2.94,0.12,4.0816
LOW,2024-01-31,2024-02-27,1.77,1.68,0.09,5.3571
LOW,2023-10-31,2023-11-21,3.06,3.03,0.03,0.9901
LOW,2023-07-31,2023-08-22,4.56,4.49,0.07,1.559
LOW,2023-04-30,2023-05-23,3.67,3.44,0.23,6.686
LOW,2023-01-31,2023-03-01,2.28,2.21,0.07,3.1674
LOW,2022-10-31,2022-11-16,3.27,3.1,0.17,5.4839
LOW,2022-07-31,2022-08-17,4.67,4.58,0.09,1.9651
LOW,2022-04-30,2022-05-18,3.51,3.22,0.29,9.0062
LOW,2022-01-31,2022-02-23,1.78,1.71,0.07,4.0936
LOW,2021-10-31,2021-11-17,2.73,2.36,0.37,15.678
LOW,2021-07-31,2021-08-18,4.25,4.01,0.24,5.985
LOW,2021-04-30,2021-05-19,3.21,2.62,0.59,22.5191
LOW,2021-01-31,2021-02-24,1.33,1.21,0.12,9.9174
LOW,2020-10-31,2020-11-18,1.98,1.99,-0.01,-0.5025
LOW,2020-07-31,2020-08-19,3.75,2.95,0.8,27.1186
LOW,2020-04-30,2020-05-20,1.77,1.32,0.45,34.0909
LOW,2020-01-31,2020-02-26,0.94,0.91,0.03,3.2967
LRCX,2025-03-31,2025-04-23,1.04,1,0.04,4
LRCX,2024-12-31,2025-01-29,0.91,0.88,0.03,3.4091
LRCX,2024-09-30,2024-10-23,0.86,0.81,0.05,6.1728
LRCX,2024-06-30,2024-07-31,8.14,7.58,0.56,7.3879
LRCX,2024-03-31,2024-04-24,7.79,7.3,0.49,6.7123
LRCX,2023-12-31,2024-01-24,7.52,7.1,0.42,5.9155
LRCX,2023-09-30,2023-10-18,6.85,6.12,0.73,11.9281
LRCX,2023-06-30,2023-07-26,5.98,5.07,0.91,17.9487
LRCX,2023-03-31,2023-04-19,6.99,6.54,0.45,6.8807
LRCX,2022-12-31,2023-01-25,10.71,9.96,0.75,7.5301
LRCX,2022-09-30,2022-10-19,10.42,9.54,0.88,9.2243
LRCX,2022-06-30,2022-07-27,8.83,7.32,1.51,20.6284
LRCX,2022-03-31,2022-04-20,7.4,7.51,-0.11,-1.4647
LRCX,2021-12-31,2022-01-26,8.53,8.51,0.02,0.235
LRCX,2021-09-30,2021-10-20,8.36,8.21,0.15,1.827
LRCX,2021-06-30,2021-07-28,8.09,7.55,0.54,7.1523
LRCX,2021-03-31,2021-04-21,7.49,6.62,0.87,13.142
LRCX,2020-12-31,2021-01-27,6.03,5.72,0.31,5.4196
LRCX,2020-09-30,2020-10-21,5.67,5.2,0.47,9.0385
LRCX,2020-06-30,2020-07-29,4.78,4.05,0.73,18.0247
LRCX,2020-03-31,2020-04-22,3.98,3.98,0,0
LRCX,2019-12-31,2020-01-29,4.01,3.85,0.16,4.1558
LUV,2025-03-31,2025-04-23,-0.13,-0.19,0.06,31.5789
LUV,2024-12-31,2025-01-30,0.56,0.46,0.1,21.7391
LUV,2024-09-30,2024-10-24,0.15,0.04,0.11,275
LUV,2024-06-30,2024-07-25,0.58,0.51,0.07,13.7255
LUV,2024-03-31,2024-04-25,-0.36,-0.34,-0.02,-5.8824
LUV,2023-12-31,2024-01-25,0.37,0.13,0.24,184.6154
LUV,2023-09-30,2023-10-26,0.38,0.39,-0.01,-2.5641
LUV,2023-06-30,2023-07-27,1.09,1.1,-0.01,-0.9091
LUV,2023-03-31,2023-04-27,-0.27,-0.23,-0.04,-17.3913
LUV,2022-12-31,2023-01-26,-0.38,-0.11,-0.27,-245.4545
LUV,2022-09-30,2022-10-27,0.5,0.42,0.08,19.0476
LUV,2022-06-30,2022-07-28,1.3,1.18,0.12,10.1695
LUV,2022-03-31,2022-04-28,-0.32,-0.3,-0.02,-6.6667
LUV,2021-12-31,2022-01-27,0.14,0.07,0.07,100
LUV,2021-09-30,2021-10-21,-0.23,-0.27,0.04,14.8148
LUV,2021-06-30,2021-07-22,-0.35,-0.23,-0.12,-52.1739
LUV,2021-03-31,2021-04-22,-1.72,-1.85,0.13,7.027
LUV,2020-12-31,2021-01-28,-1.29,-1.68,0.39,23.2143
LUV,2020-09-30,2020-10-22,-1.99,-2.24,0.25,11.1607
LUV,2020-06-30,2020-07-23,-2.67,-2.75,0.08,2.9091
LUV,2020-03-31,2020-04-28,-0.15,-0.32,0.17,53.125
LUV,2019-12-31,2020-01-23,0.98,1.09,-0.11,-10.0917
LVS,2025-03-31,2025-04-23,0.59,0.57,0.02,3.5088
LVS,2024-12-31,2025-01-29,0.54,0.58,-0.04,-6.8966
LVS,2024-09-30,2024-10-23,0.44,0.53,-0.09,-16.9811
LVS,2024-06-30,2024-07-24,0.55,0.56,-0.01,-1.7857
LVS,2024-03-31,2024-04-17,0.75,0.62,0.13,20.9677
LVS,2023-12-31,2024-01-24,0.57,0.61,-0.04,-6.5574
LVS,2023-09-30,2023-10-18,0.55,0.54,0.01,1.8519
LVS,2023-06-30,2023-07-19,0.46,0.43,0.03,6.9767
LVS,2023-03-31,2023-04-19,0.28,0.2,0.08,40
LVS,2022-12-31,2023-01-25,-0.19,-0.09,-0.1,-111.1111
LVS,2022-09-30,2022-10-19,-0.27,-0.24,-0.03,-12.5
LVS,2022-06-30,2022-07-20,-0.34,-0.29,-0.05,-17.2414
LVS,2022-03-31,2022-04-27,-0.4,-0.23,-0.17,-73.913
LVS,2021-12-31,2022-01-26,-0.22,-0.24,0.02,8.3333
LVS,2021-09-30,2021-10-20,-0.45,-0.2,-0.25,-125
LVS,2021-06-30,2021-07-21,-0.26,-0.17,-0.09,-52.9412
LVS,2021-03-31,2021-04-21,-0.25,-0.26,0.01,3.8462
LVS,2020-12-31,2021-01-27,-0.37,-0.32,-0.05,-15.625
LVS,2020-09-30,2020-10-21,-0.67,-0.73,0.06,8.2192
LVS,2020-06-30,2020-07-22,-1.05,-0.74,-0.31,-41.8919
LVS,2020-03-31,2020-04-22,-0.03,0.08,-0.11,-137.5
LVS,2019-12-31,2020-01-29,0.88,0.78,0.1,12.8205
LYB,2025-03-31,2025-04-25,0.33,0.43,-0.1,-23.2558
LYB,2024-12-31,2025-01-31,0.75,0.7,0.05,7.1429
LYB,2024-09-30,2024-11-01,1.88,1.96,-0.08,-4.0816
LYB,2024-06-30,2024-08-02,2.24,2.23,0.01,0.4484
LYB,2024-03-31,2024-04-26,1.53,1.37,0.16,11.6788
LYB,2023-12-31,2024-02-02,1.39,1.31,0.08,6.1069
LYB,2023-09-30,2023-10-27,2.46,2.03,0.43,21.1823
LYB,2023-06-30,2023-08-04,2.44,2.28,0.16,7.0175
LYB,2023-03-31,2023-04-28,2.51,1.74,0.77,44.2529
LYB,2022-12-31,2023-02-03,1.29,1.22,0.07,5.7377
LYB,2022-09-30,2022-10-28,1.96,2.84,-0.88,-30.9859
LYB,2022-06-30,2022-07-29,5.19,4.67,0.52,11.1349
LYB,2022-03-31,2022-04-29,4,3.53,0.47,13.3144
LYB,2021-12-31,2022-01-28,3.63,3.97,-0.34,-8.5642
LYB,2021-09-30,2021-10-29,5.25,5.75,-0.5,-8.6957
LYB,2021-06-30,2021-07-30,6.13,5.57,0.56,10.0539
LYB,2021-03-31,2021-04-30,3.18,2.59,0.59,22.7799
LYB,2020-12-31,2021-01-29,2.19,1.36,0.83,61.0294
LYB,2020-09-30,2020-10-30,1.27,1.12,0.15,13.3929
LYB,2020-06-30,2020-07-31,0.71,0.65,0.06,9.2308
LYB,2020-03-31,2020-05-01,1.51,1.56,-0.05,-3.2051
LYB,2019-12-31,2020-01-31,1.92,2.26,-0.34,-15.0442
LYV,2025-03-31,2025-05-01,0.0937,0.1269,-0.0332,-26.1623
LYV,2024-12-31,2025-02-20,1.3903,-1.05,2.4403,232.4095
LYV,2024-09-30,2024-11-11,1.66,1.61,0.05,3.1056
LYV,2024-06-30,2024-07-30,1.03,1.07,-0.04,-3.7383
LYV,2024-03-31,2024-05-02,-0.53,-0.19,-0.34,-178.9474
LYV,2023-12-31,2024-02-22,-1.25,-1.04,-0.21,-20.1923
LYV,2023-09-30,2023-11-02,1.78,1.27,0.51,40.1575
LYV,2023-06-30,2023-07-27,1.02,0.63,0.39,61.9048
LYV,2023-03-31,2023-05-04,-0.25,-0.42,0.17,40.4762
LYV,2022-12-31,2023-02-23,-0.87,-0.92,0.05,5.4348
LYV,2022-09-30,2022-11-03,1.39,1.03,0.36,34.9515
LYV,2022-06-30,2022-08-04,0.66,0.51,0.15,29.4118
LYV,2022-03-31,2022-05-05,-0.39,-0.79,0.4,50.6329
LYV,2021-12-31,2022-02-23,-0.86,-0.54,-0.32,-59.2593
LYV,2021-09-30,2021-11-04,0.19,-0.05,0.24,480
LYV,2021-06-30,2021-08-03,-0.9,-1.18,0.28,23.7288
LYV,2021-03-31,2021-05-06,-1.44,-1.55,0.11,7.0968
LYV,2020-12-31,2021-02-25,-2.04,-2.3,0.26,11.3043
LYV,2020-09-30,2020-11-05,-2.45,-2.2,-0.25,-11.3636
LYV,2020-06-30,2020-08-05,-2.67,-2.08,-0.59,-28.3654
LYV,2020-03-31,2020-05-07,-0.94,-0.97,0.03,3.0928
LYV,2019-12-31,2020-02-27,-0.88,-0.71,-0.17,-23.9437
MA,2025-03-31,2025-05-01,3.73,3.56,0.17,4.7753
MA,2024-12-31,2025-01-30,3.82,3.69,0.13,3.523
MA,2024-09-30,2024-10-31,3.89,3.75,0.14,3.7333
MA,2024-06-30,2024-07-31,3.59,3.51,0.08,2.2792
MA,2024-03-31,2024-05-01,3.31,3.24,0.07,2.1605
MA,2023-12-31,2024-01-31,3.18,3.08,0.1,3.2468
MA,2023-09-30,2023-10-26,3.39,3.21,0.18,5.6075
MA,2023-06-30,2023-07-27,2.89,2.83,0.06,2.1201
MA,2023-03-31,2023-04-27,2.8,2.71,0.09,3.321
MA,2022-12-31,2023-01-26,2.65,2.58,0.07,2.7132
MA,2022-09-30,2022-10-27,2.68,2.57,0.11,4.2802
MA,2022-06-30,2022-07-28,2.56,2.36,0.2,8.4746
MA,2022-03-31,2022-04-28,2.76,2.16,0.6,27.7778
MA,2021-12-31,2022-01-27,2.35,2.21,0.14,6.3348
MA,2021-09-30,2021-10-28,2.37,2.19,0.18,8.2192
MA,2021-06-30,2021-07-29,1.95,1.75,0.2,11.4286
MA,2021-03-31,2021-04-29,1.74,1.56,0.18,11.5385
MA,2020-12-31,2021-01-28,1.64,1.52,0.12,7.8947
MA,2020-09-30,2020-10-28,1.6,1.66,-0.06,-3.6145
MA,2020-06-30,2020-07-30,1.36,1.18,0.18,15.2542
MA,2020-03-31,2020-04-29,1.83,1.74,0.09,5.1724
MA,2019-12-31,2020-01-29,1.96,1.87,0.09,4.8128
MCD,2025-03-31,2025-05-01,2.67,2.67,0,0
MCD,2024-12-31,2025-02-10,2.83,2.86,-0.03,-1.049
MCD,2024-09-30,2024-10-29,3.23,3.2,0.03,0.9375
MCD,2024-06-30,2024-07-29,2.97,3.07,-0.1,-3.2573
MCD,2024-03-31,2024-04-30,2.7,2.73,-0.03,-1.0989
MCD,2023-12-31,2024-02-05,2.95,2.83,0.12,4.2403
MCD,2023-09-30,2023-10-30,3.19,2.99,0.2,6.689
MCD,2023-06-30,2023-07-27,3.17,2.79,0.38,13.6201
MCD,2023-03-31,2023-04-25,2.63,2.34,0.29,12.3932
MCD,2022-12-31,2023-01-31,2.59,2.46,0.13,5.2846
MCD,2022-09-30,2022-10-27,2.68,2.58,0.1,3.876
MCD,2022-06-30,2022-07-26,2.55,2.47,0.08,3.2389
MCD,2022-03-31,2022-04-28,2.28,2.18,0.1,4.5872
MCD,2021-12-31,2022-01-27,2.23,2.34,-0.11,-4.7009
MCD,2021-09-30,2021-10-27,2.76,2.47,0.29,11.7409
MCD,2021-06-30,2021-07-28,2.37,2.12,0.25,11.7925
MCD,2021-03-31,2021-04-29,1.92,1.82,0.1,5.4945
MCD,2020-12-31,2021-01-28,1.7,1.78,-0.08,-4.4944
MCD,2020-09-30,2020-11-09,2.22,1.9,0.32,16.8421
MCD,2020-06-30,2020-07-28,0.66,0.75,-0.09,-12
MCD,2020-03-31,2020-04-30,1.47,1.54,-0.07,-4.5455
MCD,2019-12-31,2020-01-29,1.97,1.97,0,0
MCHP,2025-03-31,2025-05-08,0.11,0.1,0.01,10
MCHP,2024-12-31,2025-02-06,0.2,0.28,-0.08,-28.5714
MCHP,2024-09-30,2024-11-05,0.46,0.43,0.03,6.9767
MCHP,2024-06-30,2024-08-01,0.53,0.52,0.01,1.9231
MCHP,2024-03-31,2024-05-06,0.57,0.57,0,0
MCHP,2023-12-31,2024-02-01,1.08,1.04,0.04,3.8462
MCHP,2023-09-30,2023-11-02,1.62,1.62,0,0
MCHP,2023-06-30,2023-08-03,1.64,1.64,0,0
MCHP,2023-03-31,2023-05-04,1.64,1.62,0.02,1.2346
MCHP,2022-12-31,2023-02-02,1.56,1.55,0.01,0.6452
MCHP,2022-09-30,2022-11-03,1.46,1.44,0.02,1.3889
MCHP,2022-06-30,2022-08-02,1.37,1.34,0.03,2.2388
MCHP,2022-03-31,2022-05-09,1.35,1.25,0.1,8
MCHP,2021-12-31,2022-02-03,1.2,1.17,0.03,2.5641
MCHP,2021-09-30,2021-11-04,1.07,1.06,0.01,0.9434
MCHP,2021-06-30,2021-08-03,0.99,0.95,0.04,4.2105
MCHP,2021-03-31,2021-05-06,0.93,0.87,0.06,6.8966
MCHP,2020-12-31,2021-02-04,0.81,0.79,0.02,2.5316
MCHP,2020-09-30,2020-11-05,0.78,0.71,0.07,9.8592
MCHP,2020-06-30,2020-08-04,0.78,0.72,0.06,8.3333
MCHP,2020-03-31,2020-05-07,0.73,0.68,0.05,7.3529
MCHP,2019-12-31,2020-02-04,0.66,0.63,0.03,4.7619
MCK,2025-03-31,2025-05-08,10.12,9.83,0.29,2.9502
MCK,2024-12-31,2025-02-05,8.03,7.99,0.04,0.5006
MCK,2024-09-30,2024-11-06,7.07,6.87,0.2,2.9112
MCK,2024-06-30,2024-08-07,7.88,7.21,0.67,9.2926
MCK,2024-03-31,2024-05-07,6.18,6.34,-0.16,-2.5237
MCK,2023-12-31,2024-02-07,7.74,7.05,0.69,9.7872
MCK,2023-09-30,2023-11-01,6.23,6.15,0.08,1.3008
MCK,2023-06-30,2023-08-02,7.27,5.87,1.4,23.8501
MCK,2023-03-31,2023-05-08,7.19,7.17,0.02,0.2789
MCK,2022-12-31,2023-02-01,6.9,6.35,0.55,8.6614
MCK,2022-09-30,2022-11-01,6.06,6.09,-0.03,-0.4926
MCK,2022-06-30,2022-08-03,5.83,5.28,0.55,10.4167
MCK,2022-03-31,2022-05-05,5.83,6.04,-0.21,-3.4768
MCK,2021-12-31,2022-02-02,6.15,5.42,0.73,13.4686
MCK,2021-09-30,2021-11-01,6.15,4.66,1.49,31.9742
MCK,2021-06-30,2021-08-04,5.56,4.15,1.41,33.9759
MCK,2021-03-31,2021-05-06,5.05,5.04,0.01,0.1984
MCK,2020-12-31,2021-02-02,4.6,4.13,0.47,11.3801
MCK,2020-09-30,2020-11-03,4.8,3.88,0.92,23.7113
MCK,2020-06-30,2020-08-03,2.77,2.32,0.45,19.3966
MCK,2020-03-31,2020-05-20,4.27,4.1,0.17,4.1463
MCK,2019-12-31,2020-02-04,3.81,3.56,0.25,7.0225
MCO,2025-03-31,2025-04-22,3.83,3.5388,0.2912,8.2288
MCO,2024-12-31,2025-02-13,2.62,2.5793,0.0407,1.5779
MCO,2024-09-30,2024-10-22,3.21,2.86,0.35,12.2378
MCO,2024-06-30,2024-07-23,3.28,3.02,0.26,8.6093
MCO,2024-03-31,2024-05-02,3.37,3.04,0.33,10.8553
MCO,2023-12-31,2024-02-13,2.19,2.32,-0.13,-5.6034
MCO,2023-09-30,2023-10-25,2.43,2.3,0.13,5.6522
MCO,2023-06-30,2023-07-25,2.3,2.24,0.06,2.6786
MCO,2023-03-31,2023-04-25,2.99,2.2,0.79,35.9091
MCO,2022-12-31,2023-01-31,1.6,1.44,0.16,11.1111
MCO,2022-09-30,2022-10-25,1.85,2.06,-0.21,-10.1942
MCO,2022-06-30,2022-07-26,2.22,2.3,-0.08,-3.4783
MCO,2022-03-31,2022-05-02,2.89,2.9,-0.01,-0.3448
MCO,2021-12-31,2022-02-10,2.33,2.39,-0.06,-2.5105
MCO,2021-09-30,2021-10-28,2.69,2.54,0.15,5.9055
MCO,2021-06-30,2021-07-28,3.22,2.78,0.44,15.8273
MCO,2021-03-31,2021-04-28,4.06,2.82,1.24,43.9716
MCO,2020-12-31,2021-02-12,1.91,1.97,-0.06,-3.0457
MCO,2020-09-30,2020-10-29,2.69,2.1,0.59,28.0952
MCO,2020-06-30,2020-07-30,2.81,2.23,0.58,26.009
MCO,2020-03-31,2020-04-30,2.73,2.22,0.51,22.973
MCO,2019-12-31,2020-02-12,2,1.93,0.07,3.6269
MDLZ,2025-03-31,2025-04-29,0.74,0.66,0.08,12.1212
MDLZ,2024-12-31,2025-02-04,0.65,0.65,0,0
MDLZ,2024-09-30,2024-10-29,0.99,0.85,0.14,16.4706
MDLZ,2024-06-30,2024-07-30,0.86,0.79,0.07,8.8608
MDLZ,2024-03-31,2024-04-30,0.95,0.89,0.06,6.7416
MDLZ,2023-12-31,2024-01-30,0.84,0.78,0.06,7.6923
MDLZ,2023-09-30,2023-11-01,0.82,0.79,0.03,3.7975
MDLZ,2023-06-30,2023-07-27,0.76,0.69,0.07,10.1449
MDLZ,2023-03-31,2023-04-27,0.89,0.8,0.09,11.25
MDLZ,2022-12-31,2023-01-31,0.73,0.7,0.03,4.2857
MDLZ,2022-09-30,2022-11-01,0.74,0.69,0.05,7.2464
MDLZ,2022-06-30,2022-07-26,0.67,0.64,0.03,4.6875
MDLZ,2022-03-31,2022-04-26,0.84,0.74,0.1,13.5135
MDLZ,2021-12-31,2022-01-27,0.72,0.72,0,0
MDLZ,2021-09-30,2021-11-02,0.7,0.7,0,0
MDLZ,2021-06-30,2021-07-27,0.66,0.65,0.01,1.5385
MDLZ,2021-03-31,2021-04-27,0.77,0.69,0.08,11.5942
MDLZ,2020-12-31,2021-01-28,0.67,0.66,0.01,1.5152
MDLZ,2020-09-30,2020-11-02,0.63,0.62,0.01,1.6129
MDLZ,2020-06-30,2020-07-28,0.63,0.56,0.07,12.5
MDLZ,2020-03-31,2020-04-28,0.69,0.66,0.03,4.5455
MDLZ,2019-12-31,2020-01-29,0.61,0.6,0.01,1.6667
MDT,2025-04-30,2025-05-21,1.62,1.58,0.04,2.5316
MDT,2025-01-31,2025-02-18,1.39,1.36,0.03,2.2059
MDT,2024-10-31,2024-11-19,1.26,1.25,0.01,0.8
MDT,2024-07-31,2024-08-20,1.23,1.2,0.03,2.5
MDT,2024-04-30,2024-05-23,1.46,1.45,0.01,0.6897
MDT,2024-01-31,2024-02-20,1.3,1.26,0.04,3.1746
MDT,2023-10-31,2023-11-21,1.25,1.18,0.07,5.9322
MDT,2023-07-31,2023-08-22,1.2,1.11,0.09,8.1081
MDT,2023-04-30,2023-05-25,1.57,1.56,0.01,0.641
MDT,2023-01-31,2023-02-21,1.3,1.27,0.03,2.3622
MDT,2022-10-31,2022-11-22,1.3,1.28,0.02,1.5625
MDT,2022-07-31,2022-08-23,1.13,1.12,0.01,0.8929
MDT,2022-04-30,2022-05-26,1.52,1.56,-0.04,-2.5641
MDT,2022-01-31,2022-02-22,1.37,1.36,0.01,0.7353
MDT,2021-10-31,2021-11-23,1.32,1.29,0.03,2.3256
MDT,2021-07-31,2021-08-24,1.41,1.32,0.09,6.8182
MDT,2021-04-30,2021-05-27,1.5,1.42,0.08,5.6338
MDT,2021-01-31,2021-02-23,1.29,1.15,0.14,12.1739
MDT,2020-10-31,2020-11-24,1.02,0.8,0.22,27.5
MDT,2020-07-31,2020-08-25,0.62,0.18,0.44,244.4444
MDT,2020-04-30,2020-05-21,0.58,0.68,-0.1,-14.7059
MDT,2020-01-31,2020-02-18,1.44,1.38,0.06,4.3478
META,2025-03-31,2025-04-30,6.43,5.22,1.21,23.1801
META,2024-12-31,2025-01-29,8.02,6.68,1.34,20.0599
META,2024-09-30,2024-10-30,6.03,5.29,0.74,13.9887
META,2024-06-30,2024-07-31,5.16,4.76,0.4,8.4034
META,2024-03-31,2024-04-24,4.71,4.32,0.39,9.0278
META,2023-12-31,2024-02-01,5.33,4.96,0.37,7.4597
META,2023-09-30,2023-10-25,4.39,3.63,0.76,20.9366
META,2023-06-30,2023-07-26,2.98,2.91,0.07,2.4055
META,2023-03-31,2023-04-26,2.2,1.98,0.22,11.1111
META,2022-12-31,2023-02-01,1.76,2.24,-0.48,-21.4286
META,2022-09-30,2022-10-26,1.64,1.86,-0.22,-11.828
META,2022-06-30,2022-07-27,2.46,2.55,-0.09,-3.5294
META,2022-03-31,2022-04-27,2.72,2.55,0.17,6.6667
META,2021-12-31,2022-02-02,3.67,3.83,-0.16,-4.1775
META,2021-09-30,2021-10-25,3.22,3.17,0.05,1.5773
META,2021-06-30,2021-07-28,3.61,3.01,0.6,19.9336
META,2021-03-31,2021-04-28,3.3,2.35,0.95,40.4255
META,2020-12-31,2021-01-27,3.88,3.2,0.68,21.25
META,2020-09-30,2020-10-29,2.71,1.91,0.8,41.8848
META,2020-06-30,2020-07-30,1.8,1.4,0.4,28.5714
META,2020-03-31,2020-04-29,1.71,1.7,0.01,0.5882
META,2019-12-31,2020-01-29,2.56,2.53,0.03,1.1858
MGM,2025-03-31,2025-04-30,0.69,0.46,0.23,50
MGM,2024-12-31,2025-02-12,0.45,0.34,0.11,32.3529
MGM,2024-09-30,2024-10-30,0.54,0.61,-0.07,-11.4754
MGM,2024-06-30,2024-07-31,0.86,0.62,0.24,38.7097
MGM,2024-03-31,2024-05-01,0.74,0.56,0.18,32.1429
MGM,2023-12-31,2024-02-13,1.06,0.71,0.35,49.2958
MGM,2023-09-30,2023-11-08,0.64,0.49,0.15,30.6122
MGM,2023-06-30,2023-08-02,0.59,0.54,0.05,9.2593
MGM,2023-03-31,2023-05-01,0.44,0.1,0.34,340
MGM,2022-12-31,2023-02-08,-1.53,-1.36,-0.17,-12.5
MGM,2022-09-30,2022-11-02,-1.39,0.24,-1.63,-679.1667
MGM,2022-06-30,2022-08-03,0.03,0.23,-0.2,-86.9565
MGM,2022-03-31,2022-05-02,0.01,-0.09,0.1,111.1111
MGM,2021-12-31,2022-02-09,0.12,0.02,0.1,500
MGM,2021-09-30,2021-11-03,0.03,-0.01,0.04,400
MGM,2021-06-30,2021-08-04,-0.13,-0.3,0.17,56.6667
MGM,2021-03-31,2021-04-28,-0.69,-0.85,0.16,18.8235
MGM,2020-12-31,2021-02-10,-0.92,-0.91,-0.01,-1.0989
MGM,2020-09-30,2020-10-29,-1.08,-1.04,-0.04,-3.8462
MGM,2020-06-30,2020-07-30,-1.67,-1.7,0.03,1.7647
MGM,2020-03-31,2020-04-30,-0.47,-0.32,-0.15,-46.875
